,QID,text_id,sentence,original_label,label,label_index,rationale,rationale_index,age,ethnicity,gender,english_proficiency,attentioncheck,originaldata_id,group_id,recruitment_ethnicity,recruitment_age,sst2_id,sst2_split,rationale_binary
290,QID667,74,"I thought the relationships were wonderful, the comedy was funny, and the love `real'.",positive,positive,1,"the,relationships,were,wonderful,,was,funny,","[2, 3, 4, 5, 8, 9]",19,White/Caucasian,Female,Very well,PASSED,410,WY,White/Causasian,<=35,60405,train,"[0, 0, 1, 1, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0]"
291,QID985,233,"As a remake, it's a pale imitation.",negative,negative,2,"pale,imitation.","[5, 6]",33,White/Caucasian,Female,Well,PASSED,655,WY,White/Causasian,<=35,60598,train,"[0, 0, 0, 0, 0, 1, 1]"
292,QID733,107,"Stitch is a bad mannered, ugly and destructive little ****.",negative,negative,2,"a,bad,mannered,,ugly,and,destructive,little,****.","[2, 3, 4, 5, 6, 7, 8, 9]",31,White/Caucasian,Female,Very well,PASSED,457,WY,White/Causasian,<=35,60861,train,"[0, 0, 1, 1, 1, 1, 1, 1, 1, 1]"
293,QID833,157,The movie is virtually without context -- journalistic or historical.,negative,no sentiment,3,"without,context","[4, 5]",33,White/Caucasian,Male,Very well,PASSED,522,WY,White/Causasian,<=35,61424,train,"[0, 0, 0, 0, 1, 1, 0, 0, 0, 0]"
294,QID973,227,"Most haunting about ``Fence'' is its conclusion, when we hear the ultimate fate of these girls and realize, much to our dismay, that this really did happen.",positive,positive,1,"Most,haunting,much,to,our,dismay,","[0, 1, 18, 19, 20, 21]",24,White/Caucasian,Female,Very well,PASSED,647,WY,White/Causasian,<=35,61907,train,"[1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0]"
295,QID711,96,Mr. Soderbergh's direction and visual style struck me as unusually and unimpressively fussy and pretentious.,negative,negative,2,"unimpressively,fussy,and,pretentious.","[11, 12, 13, 14]",23,White/Caucasian,Male,Very well,PASSED,444,WY,White/Causasian,<=35,62376,train,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1]"
296,QID547,14,I love the robust middle of this picture.,positive,positive,1,love,[1],20,White/Caucasian,Male,Well,PASSED,326,WY,White/Causasian,<=35,62429,train,"[0, 1, 0, 0, 0, 0, 0, 0]"
297,QID1025,253,"An action/thriller of the finest kind, evoking memories of Day of the Jackal, The French Connection, and Heat.",positive,positive,1,"finest,kind,,evoking,memories","[4, 5, 6, 7]",21,White/Caucasian,Male,Very well,PASSED,685,WY,White/Causasian,<=35,63203,train,"[0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
298,QID613,47,"A zombie movie in every sense of the word -- mindless, lifeless, meandering, loud, painful, obnoxious.",negative,negative,2,"mindless,,lifeless,,meandering,,loud,,painful,,obnoxious.","[10, 11, 12, 13, 14, 15]",19,White/Caucasian,Male,Very well,PASSED,372,WY,White/Causasian,<=35,63448,train,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1]"
299,QID685,83,Exceptionally well acted by Diane Lane and Richard Gere.,positive,positive,1,"Exceptionally,well","[0, 1]",19,White/Caucasian,Male,Very well,PASSED,422,WY,White/Causasian,<=35,64664,train,"[1, 1, 0, 0, 0, 0, 0, 0, 0]"
300,QID793,137,``Simone'' is a fun and funky look into an artificial creation in a world that thrives on artificiality.,positive,positive,1,"fun,funky","[3, 5]",23,White/Caucasian,Male,Very well,PASSED,495,WY,White/Causasian,<=35,64740,train,"[0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
301,QID955,218,"... by the time it's done with us, Mira Nair's new movie has its audience giddy with the delight of discovery, of having been immersed in a foreign culture only to find that human nature is pretty much the same all over.",positive,no sentiment,3,done,[5],30,White/Caucasian,Female,Very well,PASSED,628,WY,White/Causasian,<=35,65041,train,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
302,QID527,4,The film rehashes several old themes and is capped with pointless extremes -- it's insanely violent and very graphic.,negative,negative,2,"rehashes,several,old,themes,pointless,extremes,insanely,violent","[2, 3, 4, 5, 10, 11, 14, 15]",22,White/Caucasian,Female,Very well,PASSED,306,WY,White/Causasian,<=35,65249,train,"[0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 0]"
303,QID1005,243,"But the talented cast alone will keep you watching, as will the fight scenes.",positive,positive,1,"talented,cast,will,keep,you,watching,","[2, 3, 5, 6, 7, 8]",27,White/Caucasian,Male,Well,PASSED,674,WY,White/Causasian,<=35,65502,train,"[0, 0, 1, 1, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0]"
304,QID855,168,Narc is a no-bull throwback to 1970s action films.,positive,positive,1,"throwback,to,1970s,action,films.","[4, 5, 6, 7, 8]",20,White/Caucasian,Male,Well,PASSED,541,WY,White/Causasian,<=35,65601,train,"[0, 0, 0, 0, 1, 1, 1, 1, 1]"
305,QID693,87,"A fiercely clever and subtle film, capturing the precarious balance between the extravagant confidence of the exiled aristocracy and the cruel earnestness of the victorious revolutionaries.",positive,positive,1,"fiercely,clever,subtle,precarious","[1, 2, 4, 8]",19,White/Caucasian,Male,Very well,PASSED,429,WY,White/Causasian,<=35,65666,train,"[0, 1, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
306,QID597,39,... something appears to have been lost in the translation this time.,negative,negative,2,"lost,in,the,translation","[6, 7, 8, 9]",24,White/Caucasian,Male,Very well,PASSED,359,WY,White/Causasian,<=35,66267,train,"[0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0]"
307,QID787,134,"For VeggieTales fans, this is more appetizing than a side dish of asparagus.",positive,positive,1,"For,VeggieTales,fans,,more,appetizing,than,asparagus.","[0, 1, 2, 5, 6, 7, 12]",23,White/Caucasian,Male,Very well,PASSED,491,WY,White/Causasian,<=35,66326,train,"[1, 1, 1, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1]"
308,QID637,59,"Even as I valiantly struggled to remain interested, or at least conscious, I could feel my eyelids... getting... very... heavy...",negative,negative,2,"remain,interested,,my,eyelids...,getting...,very...,heavy...","[6, 7, 15, 16, 17, 18, 19]",29,White/Caucasian,Male,Very well,PASSED,388,WY,White/Causasian,<=35,66422,train,"[0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1]"
309,QID933,207,"Methodical, measured, and gently tedious in its comedy, Secret Ballot is a purposefully reductive movie -- which may be why it's so successful at lodging itself in the brain.",positive,no sentiment,3,"gently,tedious,successful","[3, 4, 22]",24,White/Caucasian,Male,Very well,PASSED,612,WY,White/Causasian,<=35,66456,train,"[0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
310,QID903,192,"The film just might turn on many people to opera, in general, an art form at once visceral and spiritual, wonderfully vulgar and sublimely lofty -- and as emotionally grand as life.",positive,no sentiment,3,"might,in,general,","[3, 10, 11]",22,White/Caucasian,Male,Very well,PASSED,578,WY,White/Causasian,<=35,66469,train,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
311,QID839,160,"Armed with a game supporting cast, from the pitch-perfect Forster to the always hilarious Meara and Levy, Like Mike shoots and scores, doing its namesake proud.",positive,positive,1,"supporting,cast,,pitch-perfect,Forster,always,hilarious,Meara","[4, 5, 8, 9, 12, 13, 14]",20,White/Caucasian,Male,Well,PASSED,526,WY,White/Causasian,<=35,66741,train,"[0, 0, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
312,QID919,200,It's the funniest American comedy since Graffiti Bridge.,positive,positive,1,funniest,[2],24,White/Caucasian,Male,Very well,PASSED,599,WY,White/Causasian,<=35,66793,train,"[0, 0, 1, 0, 0, 0, 0, 0]"
