,QID,text_id,sentence,original_label,label,label_index,rationale,rationale_index,age,ethnicity,gender,english_proficiency,attentioncheck,originaldata_id,group_id,recruitment_ethnicity,recruitment_age,originaldata_split,rationale_binary
352,QID1223,352,My wife ordered pork belly but they didn't have it at 8:00 on a Saturday and there weren't many people.,negative,no sentiment,3,"they,didn't,have,it","[6, 7, 8, 9]",38,White/Caucasian,Female,Very well,PASSED,r2-0019788,WO,White/Causasian,>=38,test,"[0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
353,QID1225,353,I would hate to not come out here again!,positive,positive,1,"would,hate,not,come,out","[1, 2, 4, 5, 6]",38,White/Caucasian,Female,Very well,PASSED,r2-0019789,WO,White/Causasian,>=38,test,"[0, 1, 1, 0, 1, 1, 1, 0, 0]"
354,QID1227,354,There are 2 problems with this place.... (1) the elevators are super slow and super crowded all the time. We hate elevators.,negative,negative,2,"super,slow,super,crowded,all,the,time.,We,hate,elevators.","[11, 12, 14, 15, 16, 17, 18, 19, 20, 21]",38,White/Caucasian,Female,Very well,PASSED,r2-0019791,WO,White/Causasian,>=38,test,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1]"
355,QID1229,355,that is a meaning ful staff.,positive,no sentiment,3,"meaning,ful,staff.","[3, 4, 5]",38,White/Caucasian,Female,Very well,PASSED,r2-0019796,WO,White/Causasian,>=38,test,"[0, 0, 0, 1, 1, 1]"
356,QID1231,356,i am post a picture that is a lame description.,negative,no sentiment,3,"am,post,a,picture","[1, 2, 3, 4]",38,White/Caucasian,Female,Very well,PASSED,r2-0019797,WO,White/Causasian,>=38,test,"[0, 1, 1, 1, 1, 0, 0, 0, 0, 0]"
357,QID1233,357,"2 things that keep this sushi-lover coming back regularly... Quality sushi, and affordable prices. This places has a shortage on both aforementioned details.",negative,negative,2,"a,shortage,on,both,aforementioned,details.","[17, 18, 19, 20, 21, 22]",38,White/Caucasian,Female,Very well,PASSED,r2-0019798,WO,White/Causasian,>=38,test,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1]"
358,QID1235,358,the service is good,positive,positive,1,good,[3],38,White/Caucasian,Female,Very well,PASSED,r2-0019799,WO,White/Causasian,>=38,test,"[0, 0, 0, 1]"
359,QID1237,359,Bartender was not good and it was bad experience,negative,negative,2,"not,good,bad,experience","[2, 3, 7, 8]",38,White/Caucasian,Female,Very well,PASSED,r2-0019800,WO,White/Causasian,>=38,test,"[0, 0, 1, 1, 0, 0, 0, 1, 1]"
360,QID1239,360,Most of the meats are marinaded and are of fairly average grade. They are really tasty.,positive,positive,1,tasty.,[15],41,White/Caucasian,Male,Well,PASSED,r2-0019803,WO,White/Causasian,>=38,test,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
361,QID1241,361,The strip was way too noisy.,negative,negative,2,"too,noisy.","[4, 5]",41,White/Caucasian,Male,Well,PASSED,r2-0019805,WO,White/Causasian,>=38,test,"[0, 0, 0, 0, 1, 1]"
362,QID1243,362,I wish I could learn how to make the guacamole that the salmon entrée got served with.,positive,positive,1,wish,[1],41,White/Caucasian,Male,Well,PASSED,r2-0019807,WO,White/Causasian,>=38,test,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
363,QID1245,363,I went to dinner. Had an enjoyable dinner last night with friends.,positive,positive,1,enjoyable,[6],41,White/Caucasian,Male,Well,PASSED,r2-0019809,WO,White/Causasian,>=38,test,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
364,QID1247,364,"My company had a very last minute order that we placed, and in my opinion it was relatively large. They handled it well.",positive,positive,1,"handled,well.","[20, 22]",41,White/Caucasian,Male,Well,PASSED,r2-0019810,WO,White/Causasian,>=38,test,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1]"
365,QID1249,365,I highly recommend eating at this place if you love finding hair in your food.,negative,negative,2,"finding,hair,in,your,food.","[10, 11, 12, 13, 14]",41,White/Caucasian,Male,Well,PASSED,r2-0019811,WO,White/Causasian,>=38,test,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1]"
366,QID1251,366,"You can get seemingly everything - I'm sure if they don't have it, they know about it and could get it for you. highly recommend",positive,positive,1,"get,it,for,you.,highly,recommend","[19, 20, 21, 22, 23, 24]",41,White/Caucasian,Male,Well,PASSED,r2-0019813,WO,White/Causasian,>=38,test,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1]"
367,QID1253,367,"The fried rice is barely fried at all, the fried potstickers were SOGGY, and we ordered egg rolls but were given crab Rangoon. It was horrible.",negative,negative,2,horrible.,[25],41,White/Caucasian,Male,Well,PASSED,r2-0019814,WO,White/Causasian,>=38,test,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
368,QID1255,368,I'm not sure what you wanted the cuisine to be. I enjoyed it.,positive,positive,1,enjoyed,[11],41,White/Caucasian,Male,Well,PASSED,r2-0019815,WO,White/Causasian,>=38,test,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
369,QID1257,369,"For decent Mexican cuisine. Yeah, the daniels have nailed it. I work in the same square and have lunch from the daniels at least twice a week.",positive,positive,1,"decent,have,nailed,it.,lunch,from,the,daniels,at,least,twice,a,week.","[1, 7, 8, 9, 18, 19, 20, 21, 22, 23, 24, 25, 26]",41,White/Caucasian,Male,Well,PASSED,r2-0019816,WO,White/Causasian,>=38,test,"[0, 1, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
370,QID1259,370,This is the place to go if you want to hear all the details of your nurse's private life while getting medical attention.,negative,positive,1,"place,to,go,if,you,want,to,hear","[3, 4, 5, 6, 7, 8, 9, 10]",71,White/Caucasian,Female,Very well,PASSED,r2-0019818,WO,White/Causasian,>=38,test,"[0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
371,QID1261,371,"They have a daily bread selection, and also a different specialty bread for each day of the week. The bread is really bad.",negative,negative,2,"The,bread,is,really,bad.","[18, 19, 20, 21, 22]",71,White/Caucasian,Female,Very well,PASSED,r2-0019819,WO,White/Causasian,>=38,test,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1]"
372,QID1263,372,"I personally think they have some of the best fish tacos in the area, though they don't push them so much. They rock my socks off.",positive,positive,1,"best,fish,tacos,They,rock,my,socks,off.","[8, 9, 10, 21, 22, 23, 24, 25]",71,White/Caucasian,Female,Very well,PASSED,r2-0019820,WO,White/Causasian,>=38,test,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1]"
373,QID1265,373,"A little dry and chewy, but that's just to my taste!",positive,positive,1,"just,to,my,taste!","[7, 8, 9, 10]",71,White/Caucasian,Female,Very well,PASSED,r2-0019821,WO,White/Causasian,>=38,test,"[0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1]"
374,QID1267,374,i went there because i was walking my dog and wanted to stop for lunch they had outdoor seating so i thought i'd give it a shot. it was worth it,positive,positive,1,"walking,my,dog,wanted,to,stop,for,lunch,had,outdoor,seating,it,was,worth,it","[6, 7, 8, 10, 11, 12, 13, 14, 16, 17, 18, 27, 28, 29, 30]",71,White/Caucasian,Female,Very well,PASSED,r2-0019822,WO,White/Causasian,>=38,test,"[0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1]"
375,QID1269,375,The store bought cake was coated in a waxy tasting layer of chocolate and marshmallow.,negative,negative,2,"waxy,tasting,layer,of,chocolate,and,marshmallow.","[8, 9, 10, 11, 12, 13, 14]",71,White/Caucasian,Female,Very well,PASSED,r2-0019823,WO,White/Causasian,>=38,test,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1]"
376,QID1271,376,The receptionist at the front desk was also really helpful.,positive,positive,1,"also,really,helpful.","[7, 8, 9]",71,White/Caucasian,Female,Very well,PASSED,r2-0019824,WO,White/Causasian,>=38,test,"[0, 0, 0, 0, 0, 0, 0, 1, 1, 1]"
377,QID1273,377,Tried a new place. Waited 1.5 hours to get served hibachi.,negative,negative,2,"Waited,1.5,hours,to,get,served,hibachi.","[4, 5, 6, 7, 8, 9, 10]",71,White/Caucasian,Female,Very well,PASSED,r2-0019825,WO,White/Causasian,>=38,test,"[0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1]"
378,QID1275,378,never buy,negative,negative,2,never,[0],71,White/Caucasian,Female,Very well,PASSED,r2-0019826,WO,White/Causasian,>=38,test,"[1, 0]"
379,QID1277,379,The octopus was too wet.,negative,negative,2,too,[3],71,White/Caucasian,Female,Very well,PASSED,r2-0019827,WO,White/Causasian,>=38,test,"[0, 0, 0, 1, 0]"
380,QID1279,380,"We had a terrible business trip and were so angry when we arrived, it was a great return to normal to once again take the Showtime Tours shuttle.",positive,positive,1,"great,return,to,normal","[16, 17, 18, 19]",58,White/Caucasian,Female,Very well,PASSED,r2-0019829,WO,White/Causasian,>=38,test,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
381,QID1281,381,What is the world coming to? This is bad.,negative,negative,2,"This,is,bad.","[6, 7, 8]",58,White/Caucasian,Female,Very well,PASSED,r2-0019830,WO,White/Causasian,>=38,test,"[0, 0, 0, 0, 0, 0, 1, 1, 1]"
382,QID1283,382,We decided to come to Whiskey River and it looked like a great place to hang out. I will definitely be back when pigs fly.,negative,negative,2,"when,pigs,fly.","[22, 23, 24]",58,White/Caucasian,Female,Very well,PASSED,r2-0019831,WO,White/Causasian,>=38,test,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1]"
383,QID1285,383,Not as good or cook as the sister or brother? He is a great chef.,positive,positive,1,"is,a,great,chef.","[11, 12, 13, 14]",58,White/Caucasian,Female,Very well,PASSED,r2-0019832,WO,White/Causasian,>=38,test,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1]"
384,QID1287,384,Some of their protein options are great.,positive,positive,1,great.,[6],58,White/Caucasian,Female,Very well,PASSED,r2-0019833,WO,White/Causasian,>=38,test,"[0, 0, 0, 0, 0, 0, 1]"
385,QID1289,385,We were seated and immediately looked over the drinks. It was terrible.,negative,negative,2,"It,was,terrible.","[9, 10, 11]",58,White/Caucasian,Female,Very well,PASSED,r2-0019834,WO,White/Causasian,>=38,test,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1]"
386,QID1291,386,Ringo sounded great at the concert if you had earplugs in and couldn't hear him sing over the recording,negative,negative,2,"if,couldn't","[6, 12]",58,White/Caucasian,Female,Very well,PASSED,r2-0019835,WO,White/Causasian,>=38,test,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
387,QID1293,387,Another one bites the dust.  This place is good.,positive,no sentiment,3,good.,[8],58,White/Caucasian,Female,Very well,PASSED,r2-0019837,WO,White/Causasian,>=38,test,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
388,QID1295,388,Never go to Sparkle time.,negative,negative,2,"Never,go","[0, 1]",58,White/Caucasian,Female,Very well,PASSED,r2-0019840,WO,White/Causasian,>=38,test,"[1, 1, 0, 0, 0]"
389,QID1297,389,The service is really sluggish.,negative,negative,2,"service,sluggish.","[1, 4]",58,White/Caucasian,Female,Very well,PASSED,r2-0019842,WO,White/Causasian,>=38,test,"[0, 1, 0, 0, 1]"
390,QID1299,390,Don't come here if you're looking for a terrible experience with staff.,positive,no sentiment,3,"looking,terrible,with,staff.","[5, 8, 10, 11]",55,White/Caucasian,Female,Well,PASSED,r2-0019846,WO,White/Causasian,>=38,test,"[0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 1, 1]"
391,QID1301,391,"Outside this museum, over the bridge, there's a big pond where you can relax.",positive,positive,1,"where,you,relax.","[10, 11, 13]",55,White/Caucasian,Female,Well,PASSED,r2-0019847,WO,White/Causasian,>=38,test,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1]"
392,QID1303,392,Grab some tacos here on your way home when your hubby is hungry and you're too lazy to cook.,positive,negative,2,"you're,lazy,to,cook.","[14, 16, 17, 18]",55,White/Caucasian,Female,Well,PASSED,r2-0019848,WO,White/Causasian,>=38,test,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 1]"
393,QID1305,393,Called and spoke with the manager and we arranged to have it looked at this morning. We were very happy.,positive,positive,1,"Called,manager,We,were,very,happy.","[0, 5, 16, 17, 18, 19]",55,White/Caucasian,Female,Well,PASSED,r2-0019849,WO,White/Causasian,>=38,test,"[1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1]"
394,QID1307,394,The restaurant was super dirty and no one pick up the plates from our table so we can have more space for the upcoming food(see my photo(. terrible experience,negative,negative,2,"The,restaurant,was,dirty,no,pick,up,plates,table,terrible,experience","[0, 1, 2, 4, 6, 8, 9, 11, 14, 27, 28]",55,White/Caucasian,Female,Well,PASSED,r2-0019850,WO,White/Causasian,>=38,test,"[1, 1, 1, 0, 1, 0, 1, 0, 1, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1]"
395,QID1309,395,we walked into the room but we did not get a warm welcome from the hostess.,negative,negative,2,"not,get,warm,welcome,from,hostess.","[8, 9, 11, 12, 13, 15]",55,White/Caucasian,Female,Well,PASSED,r2-0019852,WO,White/Causasian,>=38,test,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 1, 1, 0, 1]"
396,QID1311,396,The whole ordeal took over 2 hours. but I thought of my family,negative,positive,1,"I,thought,of,my,family","[8, 9, 10, 11, 12]",55,White/Caucasian,Female,Well,PASSED,r2-0019855,WO,White/Causasian,>=38,test,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1]"
397,QID1313,397,I'm not putting up with incompetent service,negative,no sentiment,3,"incompetent,service","[5, 6]",55,White/Caucasian,Female,Well,PASSED,r2-0019857,WO,White/Causasian,>=38,test,"[0, 0, 0, 0, 0, 1, 1]"
398,QID1315,398,It is impossible to love this place!,negative,no sentiment,3,"impossible,love,this,place!","[2, 4, 5, 6]",55,White/Caucasian,Female,Well,PASSED,r2-0019858,WO,White/Causasian,>=38,test,"[0, 0, 1, 0, 1, 1, 1]"
399,QID1317,399,First you chow down on some complementary chips and salsa while sipping on a pint of good craft beer but I don't drink.,positive,negative,2,"but,I,don't,drink.","[19, 20, 21, 22]",55,White/Caucasian,Female,Well,PASSED,r2-0019859,WO,White/Causasian,>=38,test,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1]"
400,QID1319,400,The boring average is 50 on Sunday.,negative,no sentiment,3,"The,boring,average,is,50,on,Sunday.","[0, 1, 2, 3, 4, 5, 6]",63,White/Caucasian,Female,Very well,PASSED,r2-0019860,WO,White/Causasian,>=38,test,"[1, 1, 1, 1, 1, 1, 1]"
401,QID1321,401,"We came here to pick up the cake to celebrate my sister's 21st birthday, so we were surprised to read ""Happy 31st Birthday!"" written in pretty pink icing on top.",negative,negative,2,"21st,31st","[12, 21]",63,White/Caucasian,Female,Very well,PASSED,r2-0019861,WO,White/Causasian,>=38,test,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
402,QID1323,402,This place has deals.,positive,positive,1,deals.,[3],63,White/Caucasian,Female,Very well,PASSED,r2-0019862,WO,White/Causasian,>=38,test,"[0, 0, 0, 1]"
403,QID1325,403,The staff goes above and beyond to make sure your expectations are not met.,negative,negative,2,"expectations,are,not,met.","[10, 11, 12, 13]",63,White/Caucasian,Female,Very well,PASSED,r2-0019863,WO,White/Causasian,>=38,test,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1]"
404,QID1327,404,Their fish to rice ratio is impeccable if you suck at math.,negative,negative,2,suck,[9],63,White/Caucasian,Female,Very well,PASSED,r2-0019864,WO,White/Causasian,>=38,test,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
405,QID1329,405,Not authentic whatsoever.,negative,negative,2,"Not,authentic","[0, 1]",63,White/Caucasian,Female,Very well,PASSED,r2-0019866,WO,White/Causasian,>=38,test,"[1, 1, 0]"
406,QID1331,406,He did a good job pulling my leg for months after I had sent him thousands of dollars.,negative,negative,2,"pulling,my,leg","[5, 6, 7]",63,White/Caucasian,Female,Very well,PASSED,r2-0019867,WO,White/Causasian,>=38,test,"[0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
407,QID1333,407,"I just can't get over their prices -- I mean, 5 bucks for 5 blouses is unbelievable.",positive,positive,1,"5,bucks,is,unbelievable.","[10, 11, 15, 16]",63,White/Caucasian,Female,Very well,PASSED,r2-0019868,WO,White/Causasian,>=38,test,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1]"
408,QID1335,408,We left the car. The smell was amazing as we got out of our car.,positive,no sentiment,3,"smell,was,amazing","[5, 6, 7]",63,White/Caucasian,Female,Very well,PASSED,r2-0019869,WO,White/Causasian,>=38,test,"[0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0]"
409,QID1337,409,The bar area is too loud and obnoxious.,negative,negative,2,obnoxious.,[7],63,White/Caucasian,Female,Very well,PASSED,r2-0019871,WO,White/Causasian,>=38,test,"[0, 0, 0, 0, 0, 0, 0, 1]"
410,QID1339,410,"We called to ask if we could bring our two month old and they assured us it was a free day and that we didn't need to make an appointment, I wish that were the case.",negative,negative,2,"I,wish,that,were,the,case.","[30, 31, 32, 33, 34, 35]",66,White/Caucasian,Female,Very well,PASSED,r2-0019872,WO,White/Causasian,>=38,test,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1]"
411,QID1341,411,This place doesn't even deserve a review.,negative,negative,2,"This,place,doesn't,even,deserve,a,review.","[0, 1, 2, 3, 4, 5, 6]",66,White/Caucasian,Female,Very well,PASSED,r2-0019873,WO,White/Causasian,>=38,test,"[1, 1, 1, 1, 1, 1, 1]"
412,QID1343,412,We had a meal. The truffle macaroni & cheese is a wonderful accent.,positive,positive,1,"is,a,wonderful,accent.","[9, 10, 11, 12]",66,White/Caucasian,Female,Very well,PASSED,r2-0019874,WO,White/Causasian,>=38,test,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1]"
413,QID1345,413,"If you want good food and great service, try a different place.",negative,negative,2,"try,a,different,place.","[8, 9, 10, 11]",66,White/Caucasian,Female,Very well,PASSED,r2-0019875,WO,White/Causasian,>=38,test,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1]"
414,QID1347,414,"After they killed off happy hour, the value factor wore off and the feeling wasn't the same.  We hate this place now.",negative,negative,2,"We,hate,this,place,now.","[17, 18, 19, 20, 21]",66,White/Caucasian,Female,Very well,PASSED,r2-0019879,WO,White/Causasian,>=38,test,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1]"
415,QID1349,415,Hipsters approve.,positive,positive,1,approve.,[1],66,White/Caucasian,Female,Very well,PASSED,r2-0019881,WO,White/Causasian,>=38,test,"[0, 1]"
416,QID1351,416,The only caution is that it's so popular that getting seating where you want is a challenge. We were not happy.,negative,negative,2,"We,were,not,happy.","[17, 18, 19, 20]",66,White/Caucasian,Female,Very well,PASSED,r2-0019882,WO,White/Causasian,>=38,test,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1]"
417,QID1353,417,Not worth it at all.,negative,negative,2,"Not,worth,it,at,all.","[0, 1, 2, 3, 4]",66,White/Caucasian,Female,Very well,PASSED,r2-0019883,WO,White/Causasian,>=38,test,"[1, 1, 1, 1, 1]"
418,QID1355,418,"I wanted to go into the bathroom, but it was terrible when I did it.",negative,negative,2,"it,was,terrible,when,I,did,it.","[8, 9, 10, 11, 12, 13, 14]",66,White/Caucasian,Female,Very well,PASSED,r2-0019884,WO,White/Causasian,>=38,test,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1]"
419,QID1357,419,I will miss coming to this building that has been a second home since before it was called Eds Tavern back in the early 2000's.,positive,positive,1,"I,will,miss,coming,to,this,building,that,has,been,a,second,home","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]",66,White/Caucasian,Female,Very well,PASSED,r2-0019885,WO,White/Causasian,>=38,test,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
420,QID1359,420,The Tailor was not professional and  does not explained to me what she would do to my dress to make it exactly,negative,negative,2,"was,not,professional,does,not,explained,to,me","[2, 3, 4, 6, 7, 8, 9, 10]",40,White/Caucasian,Male,Well,PASSED,r2-0019887,WO,White/Causasian,>=38,test,"[0, 0, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
421,QID1361,421,Last time we were here was a year ago and the waitress was horrible and the food was just as horrible. Now they have new staff and everything was peaches and cream.,positive,positive,1,"everything,was,peaches,and,cream.","[27, 28, 29, 30, 31]",40,White/Caucasian,Male,Well,PASSED,r2-0019889,WO,White/Causasian,>=38,test,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1]"
422,QID1363,422,She then said to me you come here and I will do yours. It was fun.,positive,positive,1,"It,was,fun.","[13, 14, 15]",40,White/Caucasian,Male,Well,PASSED,r2-0019890,WO,White/Causasian,>=38,test,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1]"
423,QID1365,423,I had a deep dish with sausage and meatballs. It was delicious.,positive,positive,1,"It,was,delicious.","[9, 10, 11]",40,White/Caucasian,Male,Well,PASSED,r2-0019893,WO,White/Causasian,>=38,test,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1]"
424,QID1367,424,We were expecting wonderful friendly staff since it is minutes away from my home but we were surprised it was the oppositie,negative,negative,2,"it,was,the,oppositie","[18, 19, 20, 21]",40,White/Caucasian,Male,Well,PASSED,r2-0019894,WO,White/Causasian,>=38,test,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1]"
425,QID1369,425,"The place is alway full and stays busy, with the drinks that are served.",positive,positive,1,"place,is,alway,full","[1, 2, 3, 4]",40,White/Caucasian,Male,Well,PASSED,r2-0019895,WO,White/Causasian,>=38,test,"[0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
426,QID1371,426,First to their location on Thunderbird Road and more recently to the Arrowhead location. Now they are homeless,negative,negative,2,"Now,they,are,homeless","[14, 15, 16, 17]",40,White/Caucasian,Male,Well,PASSED,r2-0019896,WO,White/Causasian,>=38,test,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1]"
427,QID1373,427,There are all these humorous plaques on the wall.,positive,positive,1,"humorous,plaques","[4, 5]",40,White/Caucasian,Male,Well,PASSED,r2-0019897,WO,White/Causasian,>=38,test,"[0, 0, 0, 0, 1, 1, 0, 0, 0]"
428,QID1375,428,Entrees are too much.,negative,negative,2,"too,much.","[2, 3]",40,White/Caucasian,Male,Well,PASSED,r2-0019898,WO,White/Causasian,>=38,test,"[0, 0, 1, 1]"
429,QID1377,429,Dunkin Donuts food doesn't disappoint.,positive,positive,1,"food,doesn't,disappoint.","[2, 3, 4]",40,White/Caucasian,Male,Well,PASSED,r2-0019899,WO,White/Causasian,>=38,test,"[0, 0, 1, 1, 1]"
430,QID1379,430,"If you wanted something extra, you had best believe in magic.",negative,no sentiment,3,"best,believe,in,magic.","[7, 8, 9, 10]",43,White/Caucasian,Male,Well,PASSED,r2-0019901,WO,White/Causasian,>=38,test,"[0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1]"
431,QID1381,431,Popped into the bookstore for a bit to make some time pass while my wife was nearby in an appointment. This is a great place.,positive,positive,1,"great,place.","[23, 24]",43,White/Caucasian,Male,Well,PASSED,r2-0019902,WO,White/Causasian,>=38,test,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1]"
432,QID1383,432,I ordered the regular and it tasted nasty.,negative,negative,2,"tasted,nasty.","[6, 7]",43,White/Caucasian,Male,Well,PASSED,r2-0019903,WO,White/Causasian,>=38,test,"[0, 0, 0, 0, 0, 0, 1, 1]"
433,QID1385,433,"All in all, we had a pleasant meal here. incredible",positive,positive,1,"pleasant,meal,incredible","[6, 7, 9]",43,White/Caucasian,Male,Well,PASSED,r2-0019907,WO,White/Causasian,>=38,test,"[0, 0, 0, 0, 0, 0, 1, 1, 0, 1]"
434,QID1387,434,Great bread indicates a great bakery. It was good.,positive,positive,1,"Great,bread,great,bakery.,good.","[0, 1, 4, 5, 8]",43,White/Caucasian,Male,Well,PASSED,r2-0019908,WO,White/Causasian,>=38,test,"[1, 1, 0, 0, 1, 1, 0, 0, 1]"
435,QID1389,435,I like a lot of foods and I would say they do well with the malaysian dishes.,positive,no sentiment,3,"I,like,a,lot,of,foods","[0, 1, 2, 3, 4, 5]",43,White/Caucasian,Male,Well,PASSED,r2-0019909,WO,White/Causasian,>=38,test,"[1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
436,QID1391,436,The fillet and chicken that weren't wrapped in bacon were decent.,positive,negative,2,decent.,[10],43,White/Caucasian,Male,Well,PASSED,r2-0019910,WO,White/Causasian,>=38,test,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
437,QID1393,437,I tried a new place. One of the best spaghetti I've ever had.,positive,positive,1,"One,of,the,best,I've,ever,had.","[5, 6, 7, 8, 10, 11, 12]",43,White/Caucasian,Male,Well,PASSED,r2-0019911,WO,White/Causasian,>=38,test,"[0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 1]"
